cameraID,imageName,objectID,class_norm,source,img_path
c001,001561.jpg,uam_141,rubbishbin,uam,UAMEXTERNAL/image_train/001561.jpg
c001,001562.jpg,uam_374,trafficsign,uam,UAMEXTERNAL/image_train/001562.jpg
c002,001563.jpg,uam_394,crosswalk,uam,UAMEXTERNAL/image_train/001563.jpg
c004,001564.jpg,uam_242,container,uam,UAMEXTERNAL/image_train/001564.jpg
c003,001565.jpg,uam_4,container,uam,UAMEXTERNAL/image_train/001565.jpg
c002,001566.jpg,uam_218,container,uam,UAMEXTERNAL/image_train/001566.jpg
c003,001567.jpg,uam_105,trafficsign,uam,UAMEXTERNAL/image_train/001567.jpg
c002,001569.jpg,uam_389,trafficsign,uam,UAMEXTERNAL/image_train/001569.jpg
c001,001570.jpg,uam_209,crosswalk,uam,UAMEXTERNAL/image_train/001570.jpg
c001,001571.jpg,uam_300,trafficsign,uam,UAMEXTERNAL/image_train/001571.jpg
c003,001572.jpg,uam_190,rubbishbin,uam,UAMEXTERNAL/image_train/001572.jpg
c004,001573.jpg,uam_242,container,uam,UAMEXTERNAL/image_train/001573.jpg
c002,001574.jpg,uam_138,crosswalk,uam,UAMEXTERNAL/image_train/001574.jpg
c002,001575.jpg,uam_301,trafficsign,uam,UAMEXTERNAL/image_train/001575.jpg
c004,001576.jpg,uam_168,container,uam,UAMEXTERNAL/image_train/001576.jpg
c002,001577.jpg,uam_387,trafficsign,uam,UAMEXTERNAL/image_train/001577.jpg
c001,001578.jpg,uam_105,trafficsign,uam,UAMEXTERNAL/image_train/001578.jpg
c003,001579.jpg,uam_373,trafficsign,uam,UAMEXTERNAL/image_train/001579.jpg
c003,001580.jpg,uam_106,crosswalk,uam,UAMEXTERNAL/image_train/001580.jpg
c001,001582.jpg,uam_106,crosswalk,uam,UAMEXTERNAL/image_train/001582.jpg
c001,001583.jpg,uam_210,trafficsign,uam,UAMEXTERNAL/image_train/001583.jpg
c001,001584.jpg,uam_214,trafficsign,uam,UAMEXTERNAL/image_train/001584.jpg
c003,001585.jpg,uam_222,trafficsign,uam,UAMEXTERNAL/image_train/001585.jpg
c001,001587.jpg,uam_195,trafficsign,uam,UAMEXTERNAL/image_train/001587.jpg
c004,001588.jpg,uam_398,container,uam,UAMEXTERNAL/image_train/001588.jpg
c003,001589.jpg,uam_35,trafficsign,uam,UAMEXTERNAL/image_train/001589.jpg
c003,001590.jpg,uam_153,trafficsign,uam,UAMEXTERNAL/image_train/001590.jpg
c002,001592.jpg,uam_105,trafficsign,uam,UAMEXTERNAL/image_train/001592.jpg
c003,001593.jpg,uam_18,rubbishbin,uam,UAMEXTERNAL/image_train/001593.jpg
c002,001594.jpg,uam_15,trafficsign,uam,UAMEXTERNAL/image_train/001594.jpg
c002,001595.jpg,uam_70,container,uam,UAMEXTERNAL/image_train/001595.jpg
c001,001596.jpg,uam_117,container,uam,UAMEXTERNAL/image_train/001596.jpg
c001,001597.jpg,uam_27,container,uam,UAMEXTERNAL/image_train/001597.jpg
c003,001598.jpg,uam_234,crosswalk,uam,UAMEXTERNAL/image_train/001598.jpg
c004,001599.jpg,uam_78,crosswalk,uam,UAMEXTERNAL/image_train/001599.jpg
c003,001600.jpg,uam_440,trafficsign,uam,UAMEXTERNAL/image_train/001600.jpg
c001,001602.jpg,uam_434,crosswalk,uam,UAMEXTERNAL/image_train/001602.jpg
c002,001603.jpg,uam_258,trafficsign,uam,UAMEXTERNAL/image_train/001603.jpg
c004,001604.jpg,uam_9,container,uam,UAMEXTERNAL/image_train/001604.jpg
c003,001605.jpg,uam_392,rubbishbin,uam,UAMEXTERNAL/image_train/001605.jpg
c003,001606.jpg,uam_325,trafficsign,uam,UAMEXTERNAL/image_train/001606.jpg
c003,001609.jpg,uam_42,container,uam,UAMEXTERNAL/image_train/001609.jpg
c002,001610.jpg,uam_197,container,uam,UAMEXTERNAL/image_train/001610.jpg
c002,001612.jpg,uam_36,rubbishbin,uam,UAMEXTERNAL/image_train/001612.jpg
c002,001613.jpg,uam_363,rubbishbin,uam,UAMEXTERNAL/image_train/001613.jpg
c002,001614.jpg,uam_72,container,uam,UAMEXTERNAL/image_train/001614.jpg
c003,001615.jpg,uam_441,trafficsign,uam,UAMEXTERNAL/image_train/001615.jpg
c003,001616.jpg,uam_228,trafficsign,uam,UAMEXTERNAL/image_train/001616.jpg
c002,001617.jpg,uam_298,trafficsign,uam,UAMEXTERNAL/image_train/001617.jpg
c001,001618.jpg,uam_35,trafficsign,uam,UAMEXTERNAL/image_train/001618.jpg
c003,001619.jpg,uam_442,trafficsign,uam,UAMEXTERNAL/image_train/001619.jpg
c002,001620.jpg,uam_443,trafficsign,uam,UAMEXTERNAL/image_train/001620.jpg
c001,001621.jpg,uam_121,trafficsign,uam,UAMEXTERNAL/image_train/001621.jpg
c002,001622.jpg,uam_330,trafficsign,uam,UAMEXTERNAL/image_train/001622.jpg
c004,001623.jpg,uam_70,container,uam,UAMEXTERNAL/image_train/001623.jpg
c003,001624.jpg,uam_79,crosswalk,uam,UAMEXTERNAL/image_train/001624.jpg
c001,001625.jpg,uam_49,trafficsign,uam,UAMEXTERNAL/image_train/001625.jpg
c003,001626.jpg,uam_342,trafficsign,uam,UAMEXTERNAL/image_train/001626.jpg
c003,001627.jpg,uam_248,trafficsign,uam,UAMEXTERNAL/image_train/001627.jpg
c002,001628.jpg,uam_365,trafficsign,uam,UAMEXTERNAL/image_train/001628.jpg
c003,001629.jpg,uam_370,trafficsign,uam,UAMEXTERNAL/image_train/001629.jpg
c002,001630.jpg,uam_414,trafficsign,uam,UAMEXTERNAL/image_train/001630.jpg
c002,001631.jpg,uam_353,trafficsign,uam,UAMEXTERNAL/image_train/001631.jpg
c003,001632.jpg,uam_229,trafficsign,uam,UAMEXTERNAL/image_train/001632.jpg
c001,001633.jpg,uam_117,container,uam,UAMEXTERNAL/image_train/001633.jpg
c003,001634.jpg,uam_229,trafficsign,uam,UAMEXTERNAL/image_train/001634.jpg
c004,001635.jpg,uam_278,rubbishbin,uam,UAMEXTERNAL/image_train/001635.jpg
c001,001636.jpg,uam_102,container,uam,UAMEXTERNAL/image_train/001636.jpg
c001,001637.jpg,uam_410,crosswalk,uam,UAMEXTERNAL/image_train/001637.jpg
c003,001638.jpg,uam_350,container,uam,UAMEXTERNAL/image_train/001638.jpg
c003,001639.jpg,uam_108,trafficsign,uam,UAMEXTERNAL/image_train/001639.jpg
c004,001641.jpg,uam_331,container,uam,UAMEXTERNAL/image_train/001641.jpg
c003,001642.jpg,uam_106,crosswalk,uam,UAMEXTERNAL/image_train/001642.jpg
c001,001643.jpg,uam_375,crosswalk,uam,UAMEXTERNAL/image_train/001643.jpg
c002,001644.jpg,uam_235,trafficsign,uam,UAMEXTERNAL/image_train/001644.jpg
c003,001645.jpg,uam_76,container,uam,UAMEXTERNAL/image_train/001645.jpg
c001,001646.jpg,uam_70,container,uam,UAMEXTERNAL/image_train/001646.jpg
c003,001647.jpg,uam_95,trafficsign,uam,UAMEXTERNAL/image_train/001647.jpg
c003,001648.jpg,uam_178,trafficsign,uam,UAMEXTERNAL/image_train/001648.jpg
c001,001649.jpg,uam_171,trafficsign,uam,UAMEXTERNAL/image_train/001649.jpg
c001,001650.jpg,uam_437,trafficsign,uam,UAMEXTERNAL/image_train/001650.jpg
c003,001651.jpg,uam_72,container,uam,UAMEXTERNAL/image_train/001651.jpg
c004,001653.jpg,uam_119,crosswalk,uam,UAMEXTERNAL/image_train/001653.jpg
c002,001655.jpg,uam_229,trafficsign,uam,UAMEXTERNAL/image_train/001655.jpg
c002,001656.jpg,uam_444,trafficsign,uam,UAMEXTERNAL/image_train/001656.jpg
c002,001657.jpg,uam_367,crosswalk,uam,UAMEXTERNAL/image_train/001657.jpg
c003,001658.jpg,uam_263,trafficsign,uam,UAMEXTERNAL/image_train/001658.jpg
c003,001659.jpg,uam_74,trafficsign,uam,UAMEXTERNAL/image_train/001659.jpg
c003,001660.jpg,uam_127,trafficsign,uam,UAMEXTERNAL/image_train/001660.jpg
c002,001661.jpg,uam_144,trafficsign,uam,UAMEXTERNAL/image_train/001661.jpg
c001,001662.jpg,uam_379,trafficsign,uam,UAMEXTERNAL/image_train/001662.jpg
c002,001663.jpg,uam_232,trafficsign,uam,UAMEXTERNAL/image_train/001663.jpg
c001,001664.jpg,uam_225,trafficsign,uam,UAMEXTERNAL/image_train/001664.jpg
c003,001665.jpg,uam_387,trafficsign,uam,UAMEXTERNAL/image_train/001665.jpg
c002,001666.jpg,uam_55,container,uam,UAMEXTERNAL/image_train/001666.jpg
c001,001667.jpg,uam_197,container,uam,UAMEXTERNAL/image_train/001667.jpg
c002,001668.jpg,uam_390,trafficsign,uam,UAMEXTERNAL/image_train/001668.jpg
c001,001669.jpg,uam_346,trafficsign,uam,UAMEXTERNAL/image_train/001669.jpg
c002,001672.jpg,uam_396,rubbishbin,uam,UAMEXTERNAL/image_train/001672.jpg
c002,001673.jpg,uam_341,crosswalk,uam,UAMEXTERNAL/image_train/001673.jpg
c001,001674.jpg,uam_433,crosswalk,uam,UAMEXTERNAL/image_train/001674.jpg
c003,001675.jpg,uam_35,trafficsign,uam,UAMEXTERNAL/image_train/001675.jpg
c001,001676.jpg,uam_206,trafficsign,uam,UAMEXTERNAL/image_train/001676.jpg
c001,001677.jpg,uam_2,crosswalk,uam,UAMEXTERNAL/image_train/001677.jpg
c003,001678.jpg,uam_217,trafficsign,uam,UAMEXTERNAL/image_train/001678.jpg
c001,001679.jpg,uam_275,crosswalk,uam,UAMEXTERNAL/image_train/001679.jpg
c001,001680.jpg,uam_300,trafficsign,uam,UAMEXTERNAL/image_train/001680.jpg
c001,001681.jpg,uam_390,trafficsign,uam,UAMEXTERNAL/image_train/001681.jpg
c001,001682.jpg,uam_422,trafficsign,uam,UAMEXTERNAL/image_train/001682.jpg
c003,001683.jpg,uam_130,trafficsign,uam,UAMEXTERNAL/image_train/001683.jpg
c002,001684.jpg,uam_396,rubbishbin,uam,UAMEXTERNAL/image_train/001684.jpg
c002,001685.jpg,uam_221,crosswalk,uam,UAMEXTERNAL/image_train/001685.jpg
c001,001686.jpg,uam_372,trafficsign,uam,UAMEXTERNAL/image_train/001686.jpg
c004,001688.jpg,uam_9,container,uam,UAMEXTERNAL/image_train/001688.jpg
c003,001689.jpg,uam_25,crosswalk,uam,UAMEXTERNAL/image_train/001689.jpg
c001,001690.jpg,uam_443,trafficsign,uam,UAMEXTERNAL/image_train/001690.jpg
c004,001691.jpg,uam_410,crosswalk,uam,UAMEXTERNAL/image_train/001691.jpg
c004,001692.jpg,uam_68,container,uam,UAMEXTERNAL/image_train/001692.jpg
c003,001693.jpg,uam_198,container,uam,UAMEXTERNAL/image_train/001693.jpg
c003,001694.jpg,uam_322,trafficsign,uam,UAMEXTERNAL/image_train/001694.jpg
c003,001695.jpg,uam_445,trafficsign,uam,UAMEXTERNAL/image_train/001695.jpg
c002,001696.jpg,uam_66,trafficsign,uam,UAMEXTERNAL/image_train/001696.jpg
c004,001697.jpg,uam_242,container,uam,UAMEXTERNAL/image_train/001697.jpg
c001,001698.jpg,uam_27,container,uam,UAMEXTERNAL/image_train/001698.jpg
c003,001699.jpg,uam_280,trafficsign,uam,UAMEXTERNAL/image_train/001699.jpg
c003,001700.jpg,uam_291,container,uam,UAMEXTERNAL/image_train/001700.jpg
c002,001701.jpg,uam_215,trafficsign,uam,UAMEXTERNAL/image_train/001701.jpg
c003,001702.jpg,uam_377,trafficsign,uam,UAMEXTERNAL/image_train/001702.jpg
c003,001703.jpg,uam_184,trafficsign,uam,UAMEXTERNAL/image_train/001703.jpg
c004,001704.jpg,uam_434,crosswalk,uam,UAMEXTERNAL/image_train/001704.jpg
c001,001705.jpg,uam_223,crosswalk,uam,UAMEXTERNAL/image_train/001705.jpg
c002,001706.jpg,uam_249,crosswalk,uam,UAMEXTERNAL/image_train/001706.jpg
c003,001707.jpg,uam_15,trafficsign,uam,UAMEXTERNAL/image_train/001707.jpg
c003,001708.jpg,uam_314,crosswalk,uam,UAMEXTERNAL/image_train/001708.jpg
c001,001709.jpg,uam_269,trafficsign,uam,UAMEXTERNAL/image_train/001709.jpg
c003,001710.jpg,uam_118,trafficsign,uam,UAMEXTERNAL/image_train/001710.jpg
c003,001711.jpg,uam_118,trafficsign,uam,UAMEXTERNAL/image_train/001711.jpg
c004,001713.jpg,uam_211,crosswalk,uam,UAMEXTERNAL/image_train/001713.jpg
c002,001714.jpg,uam_339,container,uam,UAMEXTERNAL/image_train/001714.jpg
c003,001716.jpg,uam_55,container,uam,UAMEXTERNAL/image_train/001716.jpg
c004,001717.jpg,uam_429,container,uam,UAMEXTERNAL/image_train/001717.jpg
c003,001718.jpg,uam_381,trafficsign,uam,UAMEXTERNAL/image_train/001718.jpg
c003,001719.jpg,uam_215,trafficsign,uam,UAMEXTERNAL/image_train/001719.jpg
c003,001722.jpg,uam_185,crosswalk,uam,UAMEXTERNAL/image_train/001722.jpg
c003,001723.jpg,uam_36,rubbishbin,uam,UAMEXTERNAL/image_train/001723.jpg
c002,001724.jpg,uam_446,crosswalk,uam,UAMEXTERNAL/image_train/001724.jpg
c002,001725.jpg,uam_231,trafficsign,uam,UAMEXTERNAL/image_train/001725.jpg
c004,001726.jpg,uam_41,container,uam,UAMEXTERNAL/image_train/001726.jpg
c003,001727.jpg,uam_122,crosswalk,uam,UAMEXTERNAL/image_train/001727.jpg
c002,001728.jpg,uam_84,crosswalk,uam,UAMEXTERNAL/image_train/001728.jpg
c002,001729.jpg,uam_335,trafficsign,uam,UAMEXTERNAL/image_train/001729.jpg
c002,001730.jpg,uam_118,trafficsign,uam,UAMEXTERNAL/image_train/001730.jpg
c003,001731.jpg,uam_319,trafficsign,uam,UAMEXTERNAL/image_train/001731.jpg
c001,001732.jpg,uam_447,trafficsign,uam,UAMEXTERNAL/image_train/001732.jpg
c001,001733.jpg,uam_58,trafficsign,uam,UAMEXTERNAL/image_train/001733.jpg
c003,001734.jpg,uam_448,trafficsign,uam,UAMEXTERNAL/image_train/001734.jpg
c001,001735.jpg,uam_55,container,uam,UAMEXTERNAL/image_train/001735.jpg
c002,001736.jpg,uam_78,crosswalk,uam,UAMEXTERNAL/image_train/001736.jpg
c003,001737.jpg,uam_80,trafficsign,uam,UAMEXTERNAL/image_train/001737.jpg
c003,001739.jpg,uam_425,rubbishbin,uam,UAMEXTERNAL/image_train/001739.jpg
c001,001740.jpg,uam_203,container,uam,UAMEXTERNAL/image_train/001740.jpg
c001,001741.jpg,uam_285,crosswalk,uam,UAMEXTERNAL/image_train/001741.jpg
c001,001742.jpg,uam_153,trafficsign,uam,UAMEXTERNAL/image_train/001742.jpg
c004,001743.jpg,uam_247,container,uam,UAMEXTERNAL/image_train/001743.jpg
c001,001744.jpg,uam_142,trafficsign,uam,UAMEXTERNAL/image_train/001744.jpg
c003,001745.jpg,uam_216,trafficsign,uam,UAMEXTERNAL/image_train/001745.jpg
c002,001746.jpg,uam_78,crosswalk,uam,UAMEXTERNAL/image_train/001746.jpg
c004,001748.jpg,uam_393,container,uam,UAMEXTERNAL/image_train/001748.jpg
c001,001749.jpg,uam_439,crosswalk,uam,UAMEXTERNAL/image_train/001749.jpg
c001,001750.jpg,uam_144,trafficsign,uam,UAMEXTERNAL/image_train/001750.jpg
c002,001752.jpg,uam_177,trafficsign,uam,UAMEXTERNAL/image_train/001752.jpg
c002,001753.jpg,uam_301,trafficsign,uam,UAMEXTERNAL/image_train/001753.jpg
c003,001754.jpg,uam_67,trafficsign,uam,UAMEXTERNAL/image_train/001754.jpg
c002,001755.jpg,uam_317,crosswalk,uam,UAMEXTERNAL/image_train/001755.jpg
c004,001756.jpg,uam_76,container,uam,UAMEXTERNAL/image_train/001756.jpg
c001,001757.jpg,uam_397,trafficsign,uam,UAMEXTERNAL/image_train/001757.jpg
c003,001758.jpg,uam_89,trafficsign,uam,UAMEXTERNAL/image_train/001758.jpg
c003,001759.jpg,uam_17,container,uam,UAMEXTERNAL/image_train/001759.jpg
c002,001760.jpg,uam_367,crosswalk,uam,UAMEXTERNAL/image_train/001760.jpg
c002,001761.jpg,uam_301,trafficsign,uam,UAMEXTERNAL/image_train/001761.jpg
c003,001762.jpg,uam_4,container,uam,UAMEXTERNAL/image_train/001762.jpg
c004,001763.jpg,uam_158,rubbishbin,uam,UAMEXTERNAL/image_train/001763.jpg
c002,001764.jpg,uam_115,rubbishbin,uam,UAMEXTERNAL/image_train/001764.jpg
c003,001765.jpg,uam_310,trafficsign,uam,UAMEXTERNAL/image_train/001765.jpg
c001,001766.jpg,uam_143,crosswalk,uam,UAMEXTERNAL/image_train/001766.jpg
c002,001767.jpg,uam_376,crosswalk,uam,UAMEXTERNAL/image_train/001767.jpg
c002,001768.jpg,uam_98,trafficsign,uam,UAMEXTERNAL/image_train/001768.jpg
c003,001770.jpg,uam_74,trafficsign,uam,UAMEXTERNAL/image_train/001770.jpg
c001,001771.jpg,uam_117,container,uam,UAMEXTERNAL/image_train/001771.jpg
c001,001772.jpg,uam_318,trafficsign,uam,UAMEXTERNAL/image_train/001772.jpg
c002,001773.jpg,uam_272,trafficsign,uam,UAMEXTERNAL/image_train/001773.jpg
c002,001774.jpg,uam_115,rubbishbin,uam,UAMEXTERNAL/image_train/001774.jpg
c004,001775.jpg,uam_278,rubbishbin,uam,UAMEXTERNAL/image_train/001775.jpg
c002,001776.jpg,uam_325,trafficsign,uam,UAMEXTERNAL/image_train/001776.jpg
c002,001777.jpg,uam_364,trafficsign,uam,UAMEXTERNAL/image_train/001777.jpg
c001,001779.jpg,uam_49,trafficsign,uam,UAMEXTERNAL/image_train/001779.jpg
c002,001780.jpg,uam_117,container,uam,UAMEXTERNAL/image_train/001780.jpg
c001,001781.jpg,uam_124,rubbishbin,uam,UAMEXTERNAL/image_train/001781.jpg
c001,001782.jpg,uam_294,trafficsign,uam,UAMEXTERNAL/image_train/001782.jpg
c004,001783.jpg,uam_117,container,uam,UAMEXTERNAL/image_train/001783.jpg
c002,001785.jpg,uam_368,rubbishbin,uam,UAMEXTERNAL/image_train/001785.jpg
c003,001786.jpg,uam_171,trafficsign,uam,UAMEXTERNAL/image_train/001786.jpg
c004,001787.jpg,uam_410,crosswalk,uam,UAMEXTERNAL/image_train/001787.jpg
c003,001788.jpg,uam_163,container,uam,UAMEXTERNAL/image_train/001788.jpg
c002,001789.jpg,uam_411,crosswalk,uam,UAMEXTERNAL/image_train/001789.jpg
c003,001790.jpg,uam_76,container,uam,UAMEXTERNAL/image_train/001790.jpg
c003,001791.jpg,uam_125,trafficsign,uam,UAMEXTERNAL/image_train/001791.jpg
c003,001792.jpg,uam_182,crosswalk,uam,UAMEXTERNAL/image_train/001792.jpg
c002,001793.jpg,uam_429,container,uam,UAMEXTERNAL/image_train/001793.jpg
c003,001794.jpg,uam_306,crosswalk,uam,UAMEXTERNAL/image_train/001794.jpg
c003,001796.jpg,uam_215,trafficsign,uam,UAMEXTERNAL/image_train/001796.jpg
c001,001797.jpg,uam_355,crosswalk,uam,UAMEXTERNAL/image_train/001797.jpg
c002,001798.jpg,uam_9,container,uam,UAMEXTERNAL/image_train/001798.jpg
c004,001799.jpg,uam_208,crosswalk,uam,UAMEXTERNAL/image_train/001799.jpg
c003,001800.jpg,uam_208,crosswalk,uam,UAMEXTERNAL/image_train/001800.jpg
c002,001801.jpg,uam_249,crosswalk,uam,UAMEXTERNAL/image_train/001801.jpg
c001,001802.jpg,uam_449,trafficsign,uam,UAMEXTERNAL/image_train/001802.jpg
c002,001803.jpg,uam_43,container,uam,UAMEXTERNAL/image_train/001803.jpg
c002,001805.jpg,uam_21,trafficsign,uam,UAMEXTERNAL/image_train/001805.jpg
c004,001806.jpg,uam_32,container,uam,UAMEXTERNAL/image_train/001806.jpg
c003,001807.jpg,uam_121,trafficsign,uam,UAMEXTERNAL/image_train/001807.jpg
c001,001808.jpg,uam_421,trafficsign,uam,UAMEXTERNAL/image_train/001808.jpg
c001,001809.jpg,uam_91,trafficsign,uam,UAMEXTERNAL/image_train/001809.jpg
c002,001810.jpg,uam_450,trafficsign,uam,UAMEXTERNAL/image_train/001810.jpg
c003,001811.jpg,uam_301,trafficsign,uam,UAMEXTERNAL/image_train/001811.jpg
c002,001812.jpg,uam_27,container,uam,UAMEXTERNAL/image_train/001812.jpg
c003,001813.jpg,uam_1,crosswalk,uam,UAMEXTERNAL/image_train/001813.jpg
c003,001814.jpg,uam_329,trafficsign,uam,UAMEXTERNAL/image_train/001814.jpg
c001,001815.jpg,uam_451,trafficsign,uam,UAMEXTERNAL/image_train/001815.jpg
c003,001816.jpg,uam_198,container,uam,UAMEXTERNAL/image_train/001816.jpg
c003,001817.jpg,uam_199,trafficsign,uam,UAMEXTERNAL/image_train/001817.jpg
c003,001818.jpg,uam_54,trafficsign,uam,UAMEXTERNAL/image_train/001818.jpg
c001,001819.jpg,uam_432,trafficsign,uam,UAMEXTERNAL/image_train/001819.jpg
c003,001820.jpg,uam_356,trafficsign,uam,UAMEXTERNAL/image_train/001820.jpg
c003,001821.jpg,uam_177,trafficsign,uam,UAMEXTERNAL/image_train/001821.jpg
c003,001823.jpg,uam_233,trafficsign,uam,UAMEXTERNAL/image_train/001823.jpg
c001,001824.jpg,uam_32,container,uam,UAMEXTERNAL/image_train/001824.jpg
c001,001825.jpg,uam_118,trafficsign,uam,UAMEXTERNAL/image_train/001825.jpg
c004,001826.jpg,uam_197,container,uam,UAMEXTERNAL/image_train/001826.jpg
c002,001828.jpg,uam_1,crosswalk,uam,UAMEXTERNAL/image_train/001828.jpg
c001,001831.jpg,uam_113,trafficsign,uam,UAMEXTERNAL/image_train/001831.jpg
c002,001832.jpg,uam_55,container,uam,UAMEXTERNAL/image_train/001832.jpg
c003,001833.jpg,uam_414,trafficsign,uam,UAMEXTERNAL/image_train/001833.jpg
c001,001834.jpg,uam_62,trafficsign,uam,UAMEXTERNAL/image_train/001834.jpg
c004,001835.jpg,uam_72,container,uam,UAMEXTERNAL/image_train/001835.jpg
c002,001836.jpg,uam_24,trafficsign,uam,UAMEXTERNAL/image_train/001836.jpg
c004,001837.jpg,uam_378,container,uam,UAMEXTERNAL/image_train/001837.jpg
c003,001838.jpg,uam_393,container,uam,UAMEXTERNAL/image_train/001838.jpg
c002,001839.jpg,uam_68,container,uam,UAMEXTERNAL/image_train/001839.jpg
c003,001840.jpg,uam_136,trafficsign,uam,UAMEXTERNAL/image_train/001840.jpg
c001,001842.jpg,uam_230,container,uam,UAMEXTERNAL/image_train/001842.jpg
c003,001843.jpg,uam_378,container,uam,UAMEXTERNAL/image_train/001843.jpg
c004,001844.jpg,uam_9,container,uam,UAMEXTERNAL/image_train/001844.jpg
c003,001845.jpg,uam_95,trafficsign,uam,UAMEXTERNAL/image_train/001845.jpg
c002,001846.jpg,uam_432,trafficsign,uam,UAMEXTERNAL/image_train/001846.jpg
c001,001847.jpg,uam_163,container,uam,UAMEXTERNAL/image_train/001847.jpg
c003,001848.jpg,uam_211,crosswalk,uam,UAMEXTERNAL/image_train/001848.jpg
c003,001849.jpg,uam_96,trafficsign,uam,UAMEXTERNAL/image_train/001849.jpg
c004,001851.jpg,uam_163,container,uam,UAMEXTERNAL/image_train/001851.jpg
c003,001852.jpg,uam_345,crosswalk,uam,UAMEXTERNAL/image_train/001852.jpg
c003,001853.jpg,uam_179,rubbishbin,uam,UAMEXTERNAL/image_train/001853.jpg
c003,001854.jpg,uam_146,trafficsign,uam,UAMEXTERNAL/image_train/001854.jpg
c003,001855.jpg,uam_432,trafficsign,uam,UAMEXTERNAL/image_train/001855.jpg
c001,001856.jpg,uam_55,container,uam,UAMEXTERNAL/image_train/001856.jpg
c003,001857.jpg,uam_216,trafficsign,uam,UAMEXTERNAL/image_train/001857.jpg
c004,001858.jpg,uam_72,container,uam,UAMEXTERNAL/image_train/001858.jpg
c001,001859.jpg,uam_26,trafficsign,uam,UAMEXTERNAL/image_train/001859.jpg
c001,001860.jpg,uam_410,crosswalk,uam,UAMEXTERNAL/image_train/001860.jpg
c002,001861.jpg,uam_42,container,uam,UAMEXTERNAL/image_train/001861.jpg
c003,001862.jpg,uam_349,trafficsign,uam,UAMEXTERNAL/image_train/001862.jpg
c004,001863.jpg,uam_71,crosswalk,uam,UAMEXTERNAL/image_train/001863.jpg
c003,001864.jpg,uam_304,trafficsign,uam,UAMEXTERNAL/image_train/001864.jpg
c001,001865.jpg,uam_25,crosswalk,uam,UAMEXTERNAL/image_train/001865.jpg
c002,001866.jpg,uam_414,trafficsign,uam,UAMEXTERNAL/image_train/001866.jpg
c003,001867.jpg,uam_322,trafficsign,uam,UAMEXTERNAL/image_train/001867.jpg
c001,001868.jpg,uam_68,container,uam,UAMEXTERNAL/image_train/001868.jpg
c003,001869.jpg,uam_4,container,uam,UAMEXTERNAL/image_train/001869.jpg
c002,001870.jpg,uam_366,trafficsign,uam,UAMEXTERNAL/image_train/001870.jpg
c003,001871.jpg,uam_86,trafficsign,uam,UAMEXTERNAL/image_train/001871.jpg
c003,001872.jpg,uam_211,crosswalk,uam,UAMEXTERNAL/image_train/001872.jpg
c003,001873.jpg,uam_405,trafficsign,uam,UAMEXTERNAL/image_train/001873.jpg
c001,001874.jpg,uam_43,container,uam,UAMEXTERNAL/image_train/001874.jpg
c001,001875.jpg,uam_442,trafficsign,uam,UAMEXTERNAL/image_train/001875.jpg
c004,001876.jpg,uam_23,container,uam,UAMEXTERNAL/image_train/001876.jpg
c003,001877.jpg,uam_384,trafficsign,uam,UAMEXTERNAL/image_train/001877.jpg
c003,001878.jpg,uam_326,trafficsign,uam,UAMEXTERNAL/image_train/001878.jpg
c003,001879.jpg,uam_109,trafficsign,uam,UAMEXTERNAL/image_train/001879.jpg
c002,001880.jpg,uam_330,trafficsign,uam,UAMEXTERNAL/image_train/001880.jpg
c002,001882.jpg,uam_442,trafficsign,uam,UAMEXTERNAL/image_train/001882.jpg
c004,001883.jpg,uam_27,container,uam,UAMEXTERNAL/image_train/001883.jpg
c001,001884.jpg,uam_134,crosswalk,uam,UAMEXTERNAL/image_train/001884.jpg
c003,001885.jpg,uam_107,trafficsign,uam,UAMEXTERNAL/image_train/001885.jpg
c004,001886.jpg,uam_367,crosswalk,uam,UAMEXTERNAL/image_train/001886.jpg
c003,001887.jpg,uam_269,trafficsign,uam,UAMEXTERNAL/image_train/001887.jpg
c002,001888.jpg,uam_84,crosswalk,uam,UAMEXTERNAL/image_train/001888.jpg
c001,001889.jpg,uam_453,trafficsign,uam,UAMEXTERNAL/image_train/001889.jpg
c003,001890.jpg,uam_16,trafficsign,uam,UAMEXTERNAL/image_train/001890.jpg
c004,001891.jpg,uam_9,container,uam,UAMEXTERNAL/image_train/001891.jpg
c003,001892.jpg,uam_15,trafficsign,uam,UAMEXTERNAL/image_train/001892.jpg
c003,001893.jpg,uam_163,container,uam,UAMEXTERNAL/image_train/001893.jpg
c003,001894.jpg,uam_283,trafficsign,uam,UAMEXTERNAL/image_train/001894.jpg
c001,001895.jpg,uam_338,trafficsign,uam,UAMEXTERNAL/image_train/001895.jpg
c003,001897.jpg,uam_284,trafficsign,uam,UAMEXTERNAL/image_train/001897.jpg
c003,001898.jpg,uam_221,crosswalk,uam,UAMEXTERNAL/image_train/001898.jpg
c001,001899.jpg,uam_96,trafficsign,uam,UAMEXTERNAL/image_train/001899.jpg
c003,001900.jpg,uam_420,trafficsign,uam,UAMEXTERNAL/image_train/001900.jpg
c002,001901.jpg,uam_200,crosswalk,uam,UAMEXTERNAL/image_train/001901.jpg
c004,001902.jpg,uam_68,container,uam,UAMEXTERNAL/image_train/001902.jpg
c001,001903.jpg,uam_249,crosswalk,uam,UAMEXTERNAL/image_train/001903.jpg
