cameraID,imageName,objectID,Class
c002,001569.jpg,389,TrafficSign
c001,001570.jpg,209,Crosswalk
c001,001571.jpg,300,TrafficSign
c003,001572.jpg,190,RubbishBins
c004,001573.jpg,242,Container
c002,001574.jpg,138,Crosswalk
c002,001575.jpg,301,TrafficSign
c004,001576.jpg,168,Container
c002,001577.jpg,387,TrafficSign
c001,001578.jpg,105,TrafficSign
c003,001579.jpg,373,TrafficSign
c003,001580.jpg,106,Crosswalk
c004,001581.jpg,104,Crosswalk
c001,001582.jpg,106,Crosswalk
c001,001583.jpg,210,TrafficSign
c001,001584.jpg,214,TrafficSign
c003,001585.jpg,222,TrafficSign
c002,001586.jpg,297,Crosswalk
c001,001587.jpg,195,TrafficSign
c004,001588.jpg,398,Container
c003,001589.jpg,35,TrafficSign
c003,001590.jpg,153,TrafficSign
c001,001591.jpg,227,Container
c002,001592.jpg,105,TrafficSign
c003,001593.jpg,18,RubbishBins
c002,001594.jpg,15,TrafficSign
c002,001595.jpg,70,Container
c001,001596.jpg,117,Container
c001,001597.jpg,27,Container
c003,001598.jpg,234,Crosswalk
c004,001599.jpg,78,Crosswalk
c003,001600.jpg,440,TrafficSign
c003,001601.jpg,164,Crosswalk
c001,001602.jpg,434,Crosswalk
c002,001603.jpg,258,TrafficSign
c004,001604.jpg,9,Container
c003,001605.jpg,392,RubbishBins
c003,001606.jpg,325,TrafficSign
c004,001607.jpg,50,Container
c002,001608.jpg,3,Container
c003,001609.jpg,42,Container
c002,001610.jpg,197,Container
c002,001611.jpg,253,Container
c002,001612.jpg,36,RubbishBins
c002,001613.jpg,363,RubbishBins
c002,001614.jpg,72,Container
c003,001615.jpg,441,TrafficSign
c003,001616.jpg,228,TrafficSign
c002,001617.jpg,298,TrafficSign
c001,001618.jpg,35,TrafficSign
c003,001619.jpg,442,TrafficSign
c002,001620.jpg,443,TrafficSign
c001,001621.jpg,121,TrafficSign
c002,001622.jpg,330,TrafficSign
c004,001623.jpg,70,Container
c003,001624.jpg,79,Crosswalk
c001,001625.jpg,49,TrafficSign
c003,001626.jpg,342,TrafficSign
c003,001627.jpg,248,TrafficSign
c002,001628.jpg,365,TrafficSign
c003,001629.jpg,370,TrafficSign
c002,001630.jpg,414,TrafficSign
c002,001631.jpg,353,TrafficSign
c003,001632.jpg,229,TrafficSign
c001,001633.jpg,117,Container
c003,001634.jpg,229,TrafficSign
c004,001635.jpg,278,RubbishBins
c001,001636.jpg,102,Container
c001,001637.jpg,410,Crosswalk
c003,001638.jpg,350,Container
c003,001639.jpg,108,TrafficSign
c004,001640.jpg,436,Crosswalk
c004,001641.jpg,331,Container
c003,001642.jpg,106,Crosswalk
c001,001643.jpg,375,Crosswalk
c002,001644.jpg,235,TrafficSign
c003,001645.jpg,76,Container
c001,001646.jpg,70,Container
c003,001647.jpg,95,TrafficSign
c003,001648.jpg,178,TrafficSign
c001,001649.jpg,171,TrafficSign
c001,001650.jpg,437,TrafficSign
c003,001651.jpg,72,Container
c002,001652.jpg,164,Crosswalk
c004,001653.jpg,119,Crosswalk
c004,001654.jpg,227,Container
c002,001655.jpg,229,TrafficSign
c002,001656.jpg,444,TrafficSign
c002,001657.jpg,367,Crosswalk
c003,001658.jpg,263,TrafficSign
c003,001659.jpg,74,TrafficSign
c003,001660.jpg,127,TrafficSign
c002,001661.jpg,144,TrafficSign
c001,001662.jpg,379,TrafficSign
c002,001663.jpg,232,TrafficSign
c001,001664.jpg,225,TrafficSign
c003,001665.jpg,387,TrafficSign
c002,001666.jpg,55,Container
c001,001667.jpg,197,Container
c002,001668.jpg,390,TrafficSign
c001,001669.jpg,346,TrafficSign
c001,001670.jpg,253,Container
c004,001671.jpg,46,Container
c002,001672.jpg,396,RubbishBins
c002,001673.jpg,341,Crosswalk
c001,001674.jpg,433,Crosswalk
c003,001675.jpg,35,TrafficSign
c001,001676.jpg,206,TrafficSign
c001,001677.jpg,2,Crosswalk
c003,001678.jpg,217,TrafficSign
c001,001679.jpg,275,Crosswalk
c001,001680.jpg,300,TrafficSign
c001,001681.jpg,390,TrafficSign
c001,001682.jpg,422,TrafficSign
c003,001683.jpg,130,TrafficSign
c002,001684.jpg,396,RubbishBins
c002,001685.jpg,221,Crosswalk
c001,001686.jpg,372,TrafficSign
c003,001687.jpg,253,Container
c004,001688.jpg,9,Container
c003,001689.jpg,25,Crosswalk
c001,001690.jpg,443,TrafficSign
c004,001691.jpg,410,Crosswalk
c004,001692.jpg,68,Container
c003,001693.jpg,198,Container
c003,001694.jpg,322,TrafficSign
c003,001695.jpg,445,TrafficSign
c002,001696.jpg,66,TrafficSign
c004,001697.jpg,242,Container
c001,001698.jpg,27,Container
c003,001699.jpg,280,TrafficSign
c003,001700.jpg,291,Container
c002,001701.jpg,215,TrafficSign
c003,001702.jpg,377,TrafficSign
c003,001703.jpg,184,TrafficSign
c004,001704.jpg,434,Crosswalk
c001,001705.jpg,223,Crosswalk
c002,001706.jpg,249,Crosswalk
c003,001707.jpg,15,TrafficSign
c003,001708.jpg,314,Crosswalk
c001,001709.jpg,269,TrafficSign
c003,001710.jpg,118,TrafficSign
c003,001711.jpg,118,TrafficSign
c003,001712.jpg,22,Container
c004,001713.jpg,211,Crosswalk
c002,001714.jpg,339,Container
c004,001715.jpg,253,Container
c003,001716.jpg,55,Container
c004,001717.jpg,429,Container
c003,001718.jpg,381,TrafficSign
c003,001719.jpg,215,TrafficSign
c001,001720.jpg,110,Container
c003,001721.jpg,253,Container
c003,001722.jpg,185,Crosswalk
c003,001723.jpg,36,RubbishBins
c002,001724.jpg,446,Crosswalk
c002,001725.jpg,231,TrafficSign
c004,001726.jpg,41,Container
c003,001727.jpg,122,Crosswalk
c002,001728.jpg,84,Crosswalk
c002,001729.jpg,335,TrafficSign
c002,001730.jpg,118,TrafficSign
c003,001731.jpg,319,TrafficSign
c001,001732.jpg,447,TrafficSign
c001,001733.jpg,58,TrafficSign
c003,001734.jpg,448,TrafficSign
c001,001735.jpg,55,Container
c002,001736.jpg,78,Crosswalk
c003,001737.jpg,80,TrafficSign
c003,001738.jpg,164,Crosswalk
c003,001739.jpg,425,RubbishBins
c001,001740.jpg,203,Container
c001,001741.jpg,285,Crosswalk
c001,001742.jpg,153,TrafficSign
c004,001743.jpg,247,Container
c001,001744.jpg,142,TrafficSign
c003,001745.jpg,216,TrafficSign
c002,001746.jpg,78,Crosswalk
c001,001747.jpg,253,Container
c004,001748.jpg,393,Container
c001,001749.jpg,439,Crosswalk
c001,001750.jpg,144,TrafficSign
c001,001751.jpg,19,RubbishBins
c002,001752.jpg,177,TrafficSign
c002,001753.jpg,301,TrafficSign
c003,001754.jpg,67,TrafficSign
c002,001755.jpg,317,Crosswalk
c004,001756.jpg,76,Container
c001,001757.jpg,397,TrafficSign
c003,001758.jpg,89,TrafficSign
c003,001759.jpg,17,Container
c002,001760.jpg,367,Crosswalk
c002,001761.jpg,301,TrafficSign
c003,001762.jpg,4,Container
c004,001763.jpg,158,RubbishBins
c002,001764.jpg,115,RubbishBins
c003,001765.jpg,310,TrafficSign
c001,001766.jpg,143,Crosswalk
c002,001767.jpg,376,Crosswalk
c002,001768.jpg,98,TrafficSign
c001,001769.jpg,126,Crosswalk
c003,001770.jpg,74,TrafficSign
c001,001771.jpg,117,Container
c001,001772.jpg,318,TrafficSign
c002,001773.jpg,272,TrafficSign
c002,001774.jpg,115,RubbishBins
c004,001775.jpg,278,RubbishBins
c002,001776.jpg,325,TrafficSign
c002,001777.jpg,364,TrafficSign
c001,001778.jpg,297,Crosswalk
c001,001779.jpg,49,TrafficSign
c002,001780.jpg,117,Container
c001,001781.jpg,124,RubbishBins
c001,001782.jpg,294,TrafficSign
c004,001783.jpg,117,Container
c002,001784.jpg,3,Container
c002,001785.jpg,368,RubbishBins
c003,001786.jpg,171,TrafficSign
c004,001787.jpg,410,Crosswalk
c003,001788.jpg,163,Container
c002,001789.jpg,411,Crosswalk
c003,001790.jpg,76,Container
c003,001791.jpg,125,TrafficSign
c003,001792.jpg,182,Crosswalk
c002,001793.jpg,429,Container
c003,001794.jpg,306,Crosswalk
c004,001795.jpg,156,Container
c003,001796.jpg,215,TrafficSign
c001,001797.jpg,355,Crosswalk
c002,001798.jpg,9,Container
c004,001799.jpg,208,Crosswalk
c003,001800.jpg,208,Crosswalk
c002,001801.jpg,249,Crosswalk
c001,001802.jpg,449,TrafficSign
c002,001803.jpg,43,Container
c002,001804.jpg,126,Crosswalk
c002,001805.jpg,21,TrafficSign
c004,001806.jpg,32,Container
c003,001807.jpg,121,TrafficSign
c001,001808.jpg,421,TrafficSign
c001,001809.jpg,91,TrafficSign
c002,001810.jpg,450,TrafficSign
c003,001811.jpg,301,TrafficSign
c002,001812.jpg,27,Container
c003,001813.jpg,1,Crosswalk
c003,001814.jpg,329,TrafficSign
c001,001815.jpg,451,TrafficSign
c003,001816.jpg,198,Container
c003,001817.jpg,199,TrafficSign
c003,001818.jpg,54,TrafficSign
c001,001819.jpg,432,TrafficSign
c003,001820.jpg,356,TrafficSign
c003,001821.jpg,177,TrafficSign
c002,001822.jpg,164,Crosswalk
c003,001823.jpg,233,TrafficSign
c001,001824.jpg,32,Container
c001,001825.jpg,118,TrafficSign
c004,001826.jpg,197,Container
c003,001827.jpg,191,Crosswalk
c002,001828.jpg,1,Crosswalk
c003,001829.jpg,110,Container
c002,001830.jpg,3,Container
c001,001831.jpg,113,TrafficSign
c002,001832.jpg,55,Container
c003,001833.jpg,414,TrafficSign
c001,001834.jpg,62,TrafficSign
c004,001835.jpg,72,Container
c002,001836.jpg,24,TrafficSign
c004,001837.jpg,378,Container
c003,001838.jpg,393,Container
c002,001839.jpg,68,Container
c003,001840.jpg,136,TrafficSign
c001,001841.jpg,452,Crosswalk
c001,001842.jpg,230,Container
c003,001843.jpg,378,Container
c004,001844.jpg,9,Container
c003,001845.jpg,95,TrafficSign
c002,001846.jpg,432,TrafficSign
c001,001847.jpg,163,Container
c003,001848.jpg,211,Crosswalk
c003,001849.jpg,96,TrafficSign
c004,001850.jpg,19,RubbishBins
c004,001851.jpg,163,Container
c003,001852.jpg,345,Crosswalk
c003,001853.jpg,179,RubbishBins
c003,001854.jpg,146,TrafficSign
c003,001855.jpg,432,TrafficSign
c001,001856.jpg,55,Container
c003,001857.jpg,216,TrafficSign
c004,001858.jpg,72,Container
c001,001859.jpg,26,TrafficSign
c001,001860.jpg,410,Crosswalk
c002,001861.jpg,42,Container
c003,001862.jpg,349,TrafficSign
c004,001863.jpg,71,Crosswalk
c003,001864.jpg,304,TrafficSign
c001,001865.jpg,25,Crosswalk
c002,001866.jpg,414,TrafficSign
c003,001867.jpg,322,TrafficSign
c001,001868.jpg,68,Container
c003,001869.jpg,4,Container
c002,001870.jpg,366,TrafficSign
c003,001871.jpg,86,TrafficSign
c003,001872.jpg,211,Crosswalk
c003,001873.jpg,405,TrafficSign
c001,001874.jpg,43,Container
c001,001875.jpg,442,TrafficSign
c004,001876.jpg,23,Container
c003,001877.jpg,384,TrafficSign
c003,001878.jpg,326,TrafficSign
c003,001879.jpg,109,TrafficSign
c002,001880.jpg,330,TrafficSign
c001,001881.jpg,50,Container
c002,001882.jpg,442,TrafficSign
c004,001883.jpg,27,Container
c001,001884.jpg,134,Crosswalk
c003,001885.jpg,107,TrafficSign
c004,001886.jpg,367,Crosswalk
c003,001887.jpg,269,TrafficSign
c002,001888.jpg,84,Crosswalk
c001,001889.jpg,453,TrafficSign
c003,001890.jpg,16,TrafficSign
c004,001891.jpg,9,Container
c003,001892.jpg,15,TrafficSign
c003,001893.jpg,163,Container
c003,001894.jpg,283,TrafficSign
c001,001895.jpg,338,TrafficSign
c001,001896.jpg,50,Container
c003,001897.jpg,284,TrafficSign
c003,001898.jpg,221,Crosswalk
c001,001899.jpg,96,TrafficSign
c003,001900.jpg,420,TrafficSign
c002,001901.jpg,200,Crosswalk
c004,001902.jpg,68,Container
c001,001903.jpg,249,Crosswalk
c002,001904.jpg,80,TrafficSign
c003,001905.jpg,19,RubbishBins
c003,001906.jpg,413,Crosswalk
c003,001907.jpg,53,Crosswalk
c002,001908.jpg,9,Container
c001,001909.jpg,32,Container
c001,001910.jpg,417,TrafficSign
c003,001911.jpg,150,TrafficSign
c001,001912.jpg,427,TrafficSign
c002,001913.jpg,32,Container
c003,001914.jpg,177,TrafficSign
c001,001915.jpg,298,TrafficSign
c003,001916.jpg,434,Crosswalk
c003,001917.jpg,40,Container
c003,001918.jpg,55,Container
c003,001919.jpg,328,Crosswalk
c003,001920.jpg,85,Container
c003,001921.jpg,97,TrafficSign
c003,001922.jpg,9,Container
c002,001923.jpg,32,Container
c002,001924.jpg,226,TrafficSign
c002,001925.jpg,134,Crosswalk
c003,001926.jpg,451,TrafficSign
c002,001927.jpg,118,TrafficSign
c003,001928.jpg,253,Container
c004,001929.jpg,60,Crosswalk
c003,001930.jpg,37,TrafficSign
c003,001931.jpg,450,TrafficSign
c001,001932.jpg,454,TrafficSign
c003,001933.jpg,303,Crosswalk
c001,001934.jpg,245,Container
c001,001935.jpg,213,Crosswalk
c003,001936.jpg,253,Container
c003,001937.jpg,78,Crosswalk
c003,001938.jpg,69,TrafficSign
c002,001939.jpg,26,TrafficSign
c003,001940.jpg,58,TrafficSign
c003,001941.jpg,167,TrafficSign
c001,001942.jpg,161,TrafficSign
c003,001943.jpg,5,TrafficSign
c004,001944.jpg,9,Container
c003,001945.jpg,455,TrafficSign
c001,001946.jpg,200,Crosswalk
c002,001947.jpg,119,Crosswalk
c003,001948.jpg,17,Container
c002,001949.jpg,27,Container
c004,001950.jpg,363,RubbishBins
c002,001951.jpg,373,TrafficSign
c003,001952.jpg,48,TrafficSign
c002,001953.jpg,171,TrafficSign
c001,001954.jpg,156,Container
c003,001955.jpg,30,TrafficSign
c001,001956.jpg,117,Container
c001,001957.jpg,288,Container
c003,001958.jpg,67,TrafficSign
c002,001959.jpg,376,Crosswalk
c003,001960.jpg,87,Crosswalk
c003,001961.jpg,292,TrafficSign
c001,001962.jpg,165,TrafficSign
c001,001963.jpg,249,Crosswalk
c002,001964.jpg,340,TrafficSign
c002,001965.jpg,201,Container
c003,001966.jpg,104,Crosswalk
c001,001967.jpg,70,Container
c003,001968.jpg,253,Container
c003,001969.jpg,248,TrafficSign
c001,001970.jpg,302,Crosswalk
c001,001971.jpg,446,Crosswalk
c001,001972.jpg,9,Container
c003,001973.jpg,421,TrafficSign
c002,001974.jpg,202,Crosswalk
c003,001975.jpg,279,TrafficSign
c004,001976.jpg,219,Crosswalk
c002,001977.jpg,44,TrafficSign
c004,001978.jpg,197,Container
c002,001979.jpg,241,Container
c001,001980.jpg,351,TrafficSign
c004,001981.jpg,111,RubbishBins
c003,001982.jpg,330,TrafficSign
c002,001983.jpg,346,TrafficSign
c003,001984.jpg,27,Container
c004,001985.jpg,213,Crosswalk
c003,001986.jpg,353,TrafficSign
c003,001987.jpg,164,Crosswalk
c003,001988.jpg,73,TrafficSign
c003,001989.jpg,203,Container
c002,001990.jpg,38,RubbishBins
c001,001991.jpg,169,TrafficSign
c002,001992.jpg,75,TrafficSign
c002,001993.jpg,79,Crosswalk
c001,001994.jpg,404,TrafficSign
c001,001995.jpg,455,TrafficSign
c001,001996.jpg,196,Crosswalk
c001,001997.jpg,340,TrafficSign
c003,001998.jpg,204,TrafficSign
c002,001999.jpg,318,TrafficSign
c003,002000.jpg,76,Container
c001,002001.jpg,335,TrafficSign
c003,002002.jpg,373,TrafficSign
c004,002003.jpg,46,Container
c003,002004.jpg,211,Crosswalk
c001,002005.jpg,184,TrafficSign
c003,002006.jpg,159,TrafficSign
c002,002007.jpg,255,TrafficSign
c004,002008.jpg,14,Crosswalk
c001,002009.jpg,393,Container
c003,002010.jpg,269,TrafficSign
c002,002011.jpg,107,TrafficSign
c003,002012.jpg,62,TrafficSign
c002,002013.jpg,37,TrafficSign
c001,002014.jpg,23,Container
c003,002015.jpg,81,Crosswalk
c004,002016.jpg,306,Crosswalk
c004,002017.jpg,197,Container
c003,002018.jpg,117,Container
c001,002019.jpg,299,RubbishBins
c001,002020.jpg,408,RubbishBins
c001,002021.jpg,172,Crosswalk
c002,002022.jpg,215,TrafficSign
c001,002023.jpg,141,RubbishBins
c001,002024.jpg,64,TrafficSign
c004,002025.jpg,163,Container
c002,002026.jpg,456,RubbishBins
c003,002027.jpg,292,TrafficSign
c002,002028.jpg,164,Crosswalk
c004,002029.jpg,76,Container
c004,002030.jpg,200,Crosswalk
c002,002031.jpg,101,TrafficSign
c001,002032.jpg,110,Container
c003,002033.jpg,17,Container
c004,002034.jpg,40,Container
c002,002035.jpg,85,Container
c001,002036.jpg,21,TrafficSign
c003,002037.jpg,253,Container
c004,002038.jpg,81,Crosswalk
c002,002039.jpg,249,Crosswalk
c001,002040.jpg,119,Crosswalk
c001,002041.jpg,140,TrafficSign
c001,002042.jpg,32,Container
c001,002043.jpg,41,Container
c003,002044.jpg,167,TrafficSign
c001,002045.jpg,19,RubbishBins
c003,002046.jpg,268,TrafficSign
c001,002047.jpg,304,TrafficSign
c002,002048.jpg,20,TrafficSign
c001,002049.jpg,313,Crosswalk
c001,002050.jpg,383,TrafficSign
c004,002051.jpg,68,Container
c003,002052.jpg,125,TrafficSign
c002,002053.jpg,118,TrafficSign
c001,002054.jpg,134,Crosswalk
c001,002055.jpg,330,TrafficSign
c002,002056.jpg,68,Container
c002,002057.jpg,17,Container
c003,002058.jpg,457,TrafficSign
c002,002059.jpg,333,Crosswalk
c004,002060.jpg,435,Container
c003,002061.jpg,114,TrafficSign
c001,002062.jpg,10,TrafficSign
c003,002063.jpg,230,Container
c004,002064.jpg,55,Container
c003,002065.jpg,177,TrafficSign
c001,002066.jpg,241,Container
c003,002067.jpg,194,TrafficSign
c004,002068.jpg,278,RubbishBins
c001,002069.jpg,149,Container
c003,002070.jpg,81,Crosswalk
c002,002071.jpg,34,TrafficSign
c002,002072.jpg,55,Container
c004,002073.jpg,197,Container
c004,002074.jpg,87,Crosswalk
c002,002075.jpg,77,TrafficSign
c002,002076.jpg,83,TrafficSign
c003,002077.jpg,192,Container
c003,002078.jpg,440,TrafficSign
c001,002079.jpg,135,Container
c004,002080.jpg,247,Container
c004,002081.jpg,2,Crosswalk
c002,002082.jpg,393,Container
c002,002083.jpg,162,TrafficSign
c004,002084.jpg,57,RubbishBins
c003,002085.jpg,402,TrafficSign
c001,002086.jpg,38,RubbishBins
c003,002087.jpg,97,TrafficSign
c004,002088.jpg,55,Container
c004,002089.jpg,50,Container
c003,002090.jpg,458,TrafficSign
c001,002091.jpg,218,Container
c001,002092.jpg,286,Crosswalk
c001,002093.jpg,145,TrafficSign
c001,002094.jpg,24,TrafficSign
c002,002095.jpg,127,TrafficSign
c003,002096.jpg,86,TrafficSign
c004,002097.jpg,368,RubbishBins
c003,002098.jpg,22,Container
c003,002099.jpg,73,TrafficSign
c003,002100.jpg,290,Container
c003,002101.jpg,241,Container
c003,002102.jpg,372,TrafficSign
c004,002103.jpg,6,Crosswalk
c001,002104.jpg,117,Container
c002,002105.jpg,32,Container
c001,002106.jpg,1,Crosswalk
c001,002107.jpg,17,Container
c002,002108.jpg,79,Crosswalk
c002,002109.jpg,304,TrafficSign
c002,002110.jpg,459,TrafficSign
c003,002111.jpg,59,TrafficSign
c001,002112.jpg,56,Crosswalk
c004,002113.jpg,53,Crosswalk
c003,002114.jpg,224,TrafficSign
c003,002115.jpg,263,TrafficSign
c004,002116.jpg,13,Crosswalk
c002,002117.jpg,245,Container
c002,002118.jpg,52,RubbishBins
c001,002119.jpg,363,RubbishBins
c003,002120.jpg,292,TrafficSign
c002,002121.jpg,79,Crosswalk
c001,002122.jpg,272,TrafficSign
c004,002123.jpg,14,Crosswalk
c004,002124.jpg,27,Container
c001,002125.jpg,440,TrafficSign
c003,002126.jpg,373,TrafficSign
c002,002127.jpg,247,Container
c001,002128.jpg,243,TrafficSign
c003,002129.jpg,133,Container
c003,002130.jpg,460,RubbishBins
c002,002131.jpg,38,RubbishBins
c002,002132.jpg,185,Crosswalk
c002,002133.jpg,449,TrafficSign
c001,002134.jpg,377,TrafficSign
c001,002135.jpg,214,TrafficSign
c003,002136.jpg,248,TrafficSign
c002,002137.jpg,77,TrafficSign
c002,002138.jpg,26,TrafficSign
c003,002139.jpg,201,Container
c001,002140.jpg,307,TrafficSign
c001,002141.jpg,461,TrafficSign
c003,002142.jpg,32,Container
c002,002143.jpg,216,TrafficSign
c002,002144.jpg,155,TrafficSign
c001,002145.jpg,320,Crosswalk
c002,002146.jpg,97,TrafficSign
c002,002147.jpg,320,Crosswalk
c001,002148.jpg,76,Container
c001,002149.jpg,186,Crosswalk
c003,002150.jpg,266,TrafficSign
c003,002151.jpg,139,TrafficSign
c001,002152.jpg,9,Container
c003,002153.jpg,20,TrafficSign
c003,002154.jpg,295,TrafficSign
c003,002155.jpg,322,TrafficSign
c003,002156.jpg,169,TrafficSign
c002,002157.jpg,55,Container
c003,002158.jpg,262,TrafficSign
c003,002159.jpg,84,Crosswalk
c003,002160.jpg,156,Container
c003,002161.jpg,91,TrafficSign
c001,002162.jpg,80,TrafficSign
c003,002163.jpg,42,Container
c003,002164.jpg,462,Container
c001,002165.jpg,463,TrafficSign
c002,002166.jpg,68,Container
c002,002167.jpg,6,Crosswalk
c004,002168.jpg,245,Container
c003,002169.jpg,63,TrafficSign
c003,002170.jpg,53,Crosswalk
c003,002171.jpg,292,TrafficSign
c002,002172.jpg,32,Container
c002,002173.jpg,429,Container
c004,002174.jpg,276,Crosswalk
c002,002175.jpg,291,Container
c003,002176.jpg,90,TrafficSign
c001,002177.jpg,162,TrafficSign
c002,002178.jpg,312,TrafficSign
c003,002179.jpg,103,TrafficSign
c003,002180.jpg,287,Container
c001,002181.jpg,145,TrafficSign
c002,002182.jpg,73,TrafficSign
c002,002183.jpg,85,Container
c004,002184.jpg,102,Container
c003,002185.jpg,76,Container
c001,002186.jpg,65,TrafficSign
c002,002187.jpg,257,RubbishBins
c002,002188.jpg,35,TrafficSign
c002,002189.jpg,64,TrafficSign
c001,002190.jpg,44,TrafficSign
c002,002191.jpg,108,TrafficSign
c003,002192.jpg,48,TrafficSign
c003,002193.jpg,389,TrafficSign
c003,002194.jpg,117,Container
c003,002195.jpg,172,Crosswalk
c001,002196.jpg,363,RubbishBins
c001,002197.jpg,242,Container
c002,002198.jpg,67,TrafficSign
c002,002199.jpg,381,TrafficSign
c001,002200.jpg,192,Container
c001,002201.jpg,164,Crosswalk
c002,002202.jpg,300,TrafficSign
c001,002203.jpg,449,TrafficSign
c003,002204.jpg,183,Crosswalk
c003,002205.jpg,298,TrafficSign
c001,002206.jpg,9,Container
c003,002207.jpg,50,Container
c002,002208.jpg,448,TrafficSign
c003,002209.jpg,402,TrafficSign
c001,002210.jpg,62,TrafficSign
c001,002211.jpg,219,Crosswalk
c002,002212.jpg,74,TrafficSign
c002,002213.jpg,137,RubbishBins
c001,002214.jpg,78,Crosswalk
c001,002215.jpg,105,TrafficSign
c002,002216.jpg,104,Crosswalk
c003,002217.jpg,327,TrafficSign
c003,002218.jpg,401,TrafficSign
c003,002219.jpg,245,Container
c003,002220.jpg,330,TrafficSign
c003,002221.jpg,129,TrafficSign
c001,002222.jpg,56,Crosswalk
c003,002223.jpg,251,TrafficSign
c001,002224.jpg,79,Crosswalk
c003,002225.jpg,321,TrafficSign
c002,002226.jpg,111,RubbishBins
c003,002227.jpg,121,TrafficSign
c003,002228.jpg,161,TrafficSign
c002,002229.jpg,214,TrafficSign
c002,002230.jpg,117,Container
c003,002231.jpg,96,TrafficSign
c002,002232.jpg,69,TrafficSign
c003,002233.jpg,272,TrafficSign
c001,002234.jpg,251,TrafficSign
c002,002235.jpg,252,TrafficSign
c001,002236.jpg,29,TrafficSign
c001,002237.jpg,153,TrafficSign
c004,002238.jpg,399,RubbishBins
c003,002239.jpg,352,TrafficSign
c004,002240.jpg,429,Container
c001,002241.jpg,275,Crosswalk
c001,002242.jpg,347,RubbishBins
c003,002243.jpg,449,TrafficSign
c002,002244.jpg,32,Container
c003,002245.jpg,178,TrafficSign
c002,002246.jpg,131,TrafficSign
c001,002247.jpg,121,TrafficSign
c004,002248.jpg,332,Crosswalk
c001,002249.jpg,164,Crosswalk
c002,002250.jpg,397,TrafficSign
c003,002251.jpg,289,TrafficSign
c003,002252.jpg,70,Container
c001,002253.jpg,27,Container
c003,002254.jpg,340,TrafficSign
c003,002255.jpg,65,TrafficSign
c002,002256.jpg,314,Crosswalk
c002,002257.jpg,287,Container
c003,002258.jpg,210,TrafficSign
c003,002259.jpg,202,Crosswalk
c003,002260.jpg,282,TrafficSign
c003,002261.jpg,101,TrafficSign
c002,002262.jpg,378,Container
c004,002263.jpg,429,Container
c001,002264.jpg,24,TrafficSign
c004,002265.jpg,9,Container
c003,002266.jpg,160,TrafficSign
c002,002267.jpg,344,Crosswalk
c003,002268.jpg,389,TrafficSign
c002,002269.jpg,436,Crosswalk
c003,002270.jpg,335,TrafficSign
c002,002271.jpg,157,Crosswalk
c003,002272.jpg,175,TrafficSign
c003,002273.jpg,46,Container
c001,002274.jpg,325,TrafficSign
c003,002275.jpg,378,Container
c002,002276.jpg,321,TrafficSign
c004,002277.jpg,343,Crosswalk
c003,002278.jpg,117,Container
c001,002279.jpg,32,Container
c004,002280.jpg,209,Crosswalk
c001,002281.jpg,104,Crosswalk
c003,002282.jpg,78,Crosswalk
c003,002283.jpg,428,RubbishBins
c003,002284.jpg,70,Container
c001,002285.jpg,50,Container
c003,002286.jpg,129,TrafficSign
c003,002287.jpg,46,Container
c003,002288.jpg,222,TrafficSign
c003,002289.jpg,461,TrafficSign
c004,002290.jpg,207,Container
c002,002291.jpg,18,RubbishBins
c002,002292.jpg,243,TrafficSign
c001,002293.jpg,449,TrafficSign
c003,002294.jpg,441,TrafficSign
c002,002295.jpg,53,Crosswalk
c001,002296.jpg,3,Container
c002,002297.jpg,110,Container
c004,002298.jpg,275,Crosswalk
c001,002299.jpg,9,Container
c002,002300.jpg,245,Container
c004,002301.jpg,355,Crosswalk
c001,002302.jpg,32,Container
c003,002303.jpg,327,TrafficSign
c004,002304.jpg,464,Crosswalk
c001,002305.jpg,63,TrafficSign
c004,002306.jpg,122,Crosswalk
c004,002307.jpg,245,Container
c001,002308.jpg,21,TrafficSign
c004,002309.jpg,50,Container
c001,002310.jpg,25,Crosswalk
c001,002311.jpg,27,Container
c003,002312.jpg,421,TrafficSign
c003,002313.jpg,196,Crosswalk
c003,002314.jpg,421,TrafficSign
c001,002315.jpg,376,Crosswalk
c002,002316.jpg,36,RubbishBins
c001,002317.jpg,47,TrafficSign
c003,002318.jpg,401,TrafficSign
c001,002319.jpg,394,Crosswalk
c001,002320.jpg,15,TrafficSign
c001,002321.jpg,284,TrafficSign
c004,002322.jpg,70,Container
c001,002323.jpg,227,Container
c003,002324.jpg,147,TrafficSign
c001,002325.jpg,248,TrafficSign
c002,002326.jpg,201,Container
c002,002327.jpg,157,Crosswalk
c003,002328.jpg,444,TrafficSign
c003,002329.jpg,362,TrafficSign
c003,002330.jpg,237,TrafficSign
c003,002331.jpg,147,TrafficSign
c003,002332.jpg,122,Crosswalk
c002,002333.jpg,345,Crosswalk
c001,002334.jpg,321,TrafficSign
c001,002335.jpg,122,Crosswalk
c001,002336.jpg,2,Crosswalk
c001,002337.jpg,76,Container
c003,002338.jpg,166,TrafficSign
c003,002339.jpg,204,TrafficSign
c002,002340.jpg,223,Crosswalk
c004,002341.jpg,163,Container
c001,002342.jpg,88,TrafficSign
c002,002343.jpg,297,Crosswalk
c002,002344.jpg,408,RubbishBins
c001,002345.jpg,106,Crosswalk
c004,002346.jpg,354,RubbishBins
c004,002347.jpg,270,Crosswalk
c003,002348.jpg,138,Crosswalk
