cameraID,imageName,Class
c004,000858.jpg,trafficsignal
c004,000859.jpg,trafficsignal
c004,000860.jpg,trafficsignal
c004,000861.jpg,Container
c004,000862.jpg,trafficsignal
c004,000863.jpg,trafficsignal
c004,000864.jpg,trafficsignal
c004,000865.jpg,Container
c004,000866.jpg,trafficsignal
c004,000867.jpg,trafficsignal
c004,000868.jpg,trafficsignal
c004,000869.jpg,trafficsignal
c004,000870.jpg,trafficsignal
c004,000871.jpg,trafficsignal
c004,000872.jpg,Container
c004,000873.jpg,trafficsignal
c004,000874.jpg,trafficsignal
c004,000875.jpg,trafficsignal
c004,000876.jpg,Container
c004,000877.jpg,trafficsignal
c004,000878.jpg,trafficsignal
c004,000879.jpg,trafficsignal
c004,000880.jpg,trafficsignal
c004,000881.jpg,trafficsignal
c004,000882.jpg,trafficsignal
c004,000883.jpg,Container
c004,000884.jpg,trafficsignal
c004,000885.jpg,trafficsignal
c004,000886.jpg,trafficsignal
c004,000887.jpg,trafficsignal
c004,000888.jpg,Crosswalk
c004,000889.jpg,Container
c004,000890.jpg,RubbishBins
c004,000891.jpg,Container
c004,000892.jpg,trafficsignal
c004,000893.jpg,trafficsignal
c004,000894.jpg,trafficsignal
c004,000895.jpg,Container
c004,000896.jpg,Container
c004,000897.jpg,trafficsignal
c004,000898.jpg,trafficsignal
c004,000899.jpg,trafficsignal
c004,000900.jpg,trafficsignal
c004,000901.jpg,Crosswalk
c004,000902.jpg,Container
c004,000903.jpg,trafficsignal
c004,000904.jpg,trafficsignal
c004,000905.jpg,Container
c004,000906.jpg,Container
c004,000907.jpg,trafficsignal
c004,000908.jpg,Container
c004,000909.jpg,Container
c004,000910.jpg,trafficsignal
c004,000911.jpg,Crosswalk
c004,000912.jpg,RubbishBins
c004,000913.jpg,trafficsignal
c004,000914.jpg,trafficsignal
c004,000915.jpg,trafficsignal
c004,000916.jpg,trafficsignal
c004,000917.jpg,trafficsignal
c004,000918.jpg,RubbishBins
c004,000919.jpg,Container
c004,000920.jpg,Container
c004,000921.jpg,trafficsignal
c004,000922.jpg,trafficsignal
c004,000923.jpg,trafficsignal
c004,000924.jpg,RubbishBins
c004,000925.jpg,trafficsignal
c004,000926.jpg,trafficsignal
c004,000927.jpg,trafficsignal
c004,000928.jpg,RubbishBins
